PUMFID,LM_50A,LM_50B,LM_55,LM_60A,LM_60B,LM_60C,LM_60D,LM_60E,LM_60F,LM_60G,LM_60H,LM_65A,LM_65B,LM_65C,LM_65D,LM_65E,LM_75A,LM_75B,LM_75C,LM_75D,LM_75E,LM_75F,LM_75G,LM_75H,ER_05A,ER_05B,ER_05C,ER_05D,ER_05E,ER_05F,ER_05G,ER_05H,ER_05I,ER_05J,ER_05K,ER_05L,ER_05M,ER_05N,ER_10,HR_05A,HR_05B,HR_05C,HR_05D,HR_05E,HR_10,HR_15A,HR_15B,HR_15C,HR_15D,HR_15E,HR_15F,HR_15G,HR_15H,HR_15I,HR_15J,HR_20A,HR_20B,HR_20C,HR_20D,HR_20E,HR_20F,HR_20G,HR_20H,HR_20I,HR_25A,HR_25B,HR_25C,HR_30A,HR_30B,HR_30C,HR_30D,HR_30E,HR_30F,HR_30G,HR_30H,HR_35,HR_Q25BC,FCR_05,FCR_15,FCR_20,FCR_10A,FCR_10B,FCR_10C,FCR_10D,FCR_10E,FCR_10F,FCR_10G,FCR_10H,FCR_10I,FCR_10J,FCR_10K,CT_05,PCT_10,CT_15A,CT_15B,CT_15C,CT_15D,CT_15E,CT_15F,PTC_05A,PTC_05B,PTC_05C,PTC_05D,PTC_05E,PTC_05F,PTC_05G,PTC_05H,PTC_05I,PTC_05J,PTC_05K,PTC_05L,PTC_05M,PTC_10,PTC_15A,PTC15BC,PTC_15E,PTC_15F,PTC_15G,PTC15DHI,PFW_05A,PFW_05B,PFW_05C,PFW_05D,PFW_05E,PFW_05F,PFW_05G,RURURB,SEX,PTELEWSC,MARSTATC,IMMIGRNC,PCHILD,HHLDSIZC,AGEGRP,PDWELCDC,PEDUC_LC,PEMPSTC,PERS_WGT,VERDATE
6070,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,3,2,2,4,2,4,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,9,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,3,3,2,2,3,3,1,2,4,2,3,3,4,2,.a,.a,.a,.a,.a,.a,5,5,3,4,3,2,1,2,1,.d,4,1,0,1,5,2,2,4,490.7609,16/07/2020
6071,3,.a,1,1,1,1,1,2,2,2,2,.a,.a,.a,.a,.a,1,1,1,4,1,5,2,1,3,2,3,3,3,3,3,2,3,4,3,2,2,4,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,3,3,1,1,3,1,1,1,3,3,1,3,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,3,3,1,1,4,1,2,2,2,2,.a,.a,.a,.a,.a,.a,2,5,1,4,3,1,1,1,1,1,1,1,1,2,4,1,2,1,6480.3477,16/07/2020
6072,2,.b,.b,1,1,1,1,1,2,1,2,.a,.a,.a,.a,.a,3,4,2,3,4,1,1,2,3,2,3,1,3,4,3,3,4,3,3,3,1,3,4,1,1,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,4,.a,.a,2,2,1,1,1,2,2,2,4,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,3,4,2,3,4,3,2,.a,.a,.a,.a,.a,.a,3,2,3,4,2,2,3,2,1,1,4,1,0,1,3,3,6,1,5000.4613,16/07/2020
6073,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,2,2,3,1,3,2,4,2,4,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,8,.b,1,4,3,2,1,1,2,2,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,2,4,3,2,2,3,3,2,.a,.a,.a,.a,.a,.a,5,2,2,4,4,2,5,2,1,.d,1,1,0,2,7,1,6,4,9612.097,16/07/2020
6074,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,4,3,4,3,3,3,1,4,4,4,3,4,3,2,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,2,2,2,3,.a,.a,2,1,2,2,2,2,2,2,10,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,1,2,4,3,3,4,4,1,1,2,1,1,2,2,5,5,1,3,5,5,5,2,1,.d,3,1,0,1,5,4,3,4,4952.5141,16/07/2020
6075,3,.a,.b,1,1,1,1,1,1,1,2,.a,.a,.a,.a,.a,2,5,1,5,5,5,2,2,3,3,4,3,3,3,3,3,3,3,3,4,3,4,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,10,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,7,2,2,2,1,2,2,2,4,2,2,4,2,1,4,4,4,4,4,4,2,.a,.a,.a,.a,.a,.a,5,5,5,3,4,2,2,2,1,1,3,1,0,1,5,4,4,1,3269.4958,16/07/2020
6076,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,4,4,3,4,4,4,3,3,4,3,4,4,4,4,1,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,4,.a,.a,2,2,2,1,2,2,2,2,7,.a,1,5,3,1,2,2,1,1,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,1,2,2,2,3,1,4,4,1,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,3,4,5,1,5,1,2,.d,2,1,0,2,6,1,4,4,3259.5069,16/07/2020
6077,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,4,3,2,3,3,2,3,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,2,1,3,3,2,1,2,2,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,3,2,4,5,1,5,2,1,.d,2,1,0,2,5,4,1,4,6038.7806,16/07/2020
6078,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,3,3,3,1,3,3,3,3,4,3,4,3,4,2,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,1,1,2,2,1,2,2,2,.a,.d,.a,.a,.a,.a,.a,.a,.a,.a,3,.d,1,4,3,3,1,1,1,2,3,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,2,3,3,4,1,2,3,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,2,2,5,2,3,1,2,2,4,1,1,0,2,5,4,2,2,3715.8217,16/07/2020
6079,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,2,2,1,3,3,3,2,2,3,2,1,3,1,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,4,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,6,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,2,2,2,2,2,3,1,2,1,2,1,2,2,3,5,3,4,5,5,5,2,2,3,4,2,1,4,4,1,4,1,2492.411,16/07/2020
6080,3,.a,.b,2,1,1,1,1,1,1,2,.a,.a,.a,.a,.a,3,4,2,5,1,1,2,1,3,1,1,3,1,3,1,3,1,1,2,4,1,1,2,1,1,1,1,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,2,2,1,1,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,5,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,4,4,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,1,4,2,2,2,3,1,1,2,2,2,2,2,5,5,2,2,5,5,4,2,2,4,4,1,0,4,1,1,2,3,37397.4607,16/07/2020
6081,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,1,2,2,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,4,3,3,3,3,3,3,2,3,1,3,3,2,6,6,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,3,3,2,.a,.a,.a,.a,.a,.a,1,1,1,1,1,3,3,2,2,3,1,2,1,2,3,2,6,1,5943.5989,16/07/2020
6082,3,.a,.b,1,1,1,2,1,2,2,2,.a,.a,.a,.a,.a,4,4,4,5,5,5,4,4,3,2,2,3,2,1,2,1,2,2,2,4,2,4,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,2,.b,1,3,3,1,1,1,1,1,1,5,5,5,5,5,3,8,2,2,2,2,2,1,2,3,1,3,3,3,1,2,3,1,2,2,4,2,.a,.a,.a,.a,.a,.a,5,1,1,5,1,1,5,1,2,4,1,1,0,1,4,1,1,2,21836.5622,16/07/2020
6083,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,4,2,4,4,2,4,1,2,4,2,2,2,2,3,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,2,1,1,3,3,1,1,1,1,1,3,1,1,1,1,5,8,8,.a,.a,.a,.a,.a,.a,3,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,2,4,5,4,4,3,4,5,2,2,.d,1,2,1,2,3,1,6,4,8124.9164,16/07/2020
6084,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,4,3,1,1,1,1,3,1,3,3,5,3,2,7,7,.a,.a,.a,.a,.a,.a,2,2,1,2,2,3,1,1,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,3,5,3,3,3,5,2,2,2,2,1,1,1,2,2,1,6,1,3361.3791,16/07/2020
6085,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,1,3,3,3,3,3,1,4,1,4,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,4,3,1,1,1,1,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,1,2,3,2,1,4,2,1,1,2,2,2,.a,.a,.a,.a,.a,.a,5,3,2,2,5,1,5,1,2,.d,1,1,0,2,5,1,2,4,1085.7103,16/07/2020
6086,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,4,3,3,3,3,3,4,3,4,3,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,5,3,2,3,1,1,2,3,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,1,1,2,3,3,1,4,1,2,2,4,4,2,.a,.a,.a,.a,.a,.a,5,5,2,1,4,4,4,2,1,.d,1,1,0,2,6,1,2,4,2817.5429,16/07/2020
6087,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,1,2,3,2,3,3,3,2,.a,.a,.a,.a,.a,.a,1,5,2,4,2,2,2,2,2,3,3,1,1,1,3,1,3,1,4760.9716,16/07/2020
6088,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,2,4,1,4,1,4,4,3,1,4,1,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,2,2,1,2,2,2,1,4,4,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,4,4,4,4,5,2,2,.d,1,1,1,2,6,1,6,4,1918.7029,16/07/2020
6089,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,1,2,3,2,3,3,3,2,4,2,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,2,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,5,3,1,1,3,1,1,1,2,5,5,5,5,3,8,2,1,2,2,2,2,3,2,1,3,3,3,1,1,1,1,1,1,3,2,.a,.a,.a,.a,.a,.a,5,1,1,4,3,2,1,2,1,2,1,1,0,2,6,1,4,1,2139.7165,16/07/2020
6090,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,4,3,4,4,3,3,4,3,3,4,4,4,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,8,2,1,3,3,1,1,1,1,1,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,3,3,4,3,3,2,3,2,.a,.a,.a,.a,.a,.a,5,5,2,4,1,1,5,1,2,.d,1,1,0,2,6,1,4,4,979.7343,16/07/2020
6091,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,1,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,4,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,.a,.a,2,2,2,1,1,2,2,2,9,.a,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,1,3,3,1,1,1,2,.a,.a,.a,.a,.a,.a,1,1,2,2,2,2,2,2,1,3,1,1,0,2,5,1,6,1,2193.6804,16/07/2020
6092,2,2,1,2,1,1,1,2,1,1,2,.a,.a,.a,.a,.a,3,4,2,5,1,2,3,1,3,3,3,3,1,1,2,1,2,2,2,4,3,1,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,7,2,2,2,1,2,2,3,2,2,3,3,2,1,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,3,4,5,2,2,2,2,1,4,2,1,4,1,1,4,1,24016.1089,16/07/2020
6093,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,3,3,2,4,2,4,2,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,3,3,1,1,3,1,1,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,3,3,3,2,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,5,1,1,1,2,2,3,1,1,0,2,4,1,4,1,919.2838,16/07/2020
6094,3,.a,.b,1,1,2,1,1,2,2,2,.a,.a,.a,.a,.a,1,2,1,4,1,1,1,1,1,2,3,3,2,3,2,3,2,2,2,3,2,3,3,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,2,2,2,1,2,2,4,.a,.a,2,2,2,1,1,2,2,2,5,.a,1,3,3,1,1,1,1,1,3,3,1,1,1,1,3,3,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,1,2,2,1,1,1,2,.a,.a,.a,.a,.a,.a,3,5,3,2,2,1,1,2,2,4,1,1,1,2,3,1,2,3,14980.1642,16/07/2020
6095,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,4,3,3,4,3,3,3,4,4,3,4,4,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,3,.a,.a,2,2,2,2,1,2,2,2,6,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,.d,2,2,3,3,2,4,4,4,1,2,1,4,2,.a,.a,.a,.a,.a,.a,5,4,2,3,3,1,1,2,2,.d,4,1,0,1,7,3,5,4,3894.5115,16/07/2020
6096,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,3,2,3,3,3,2,4,2,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,3,.a,.a,2,2,2,2,2,2,1,2,5,.a,1,3,3,2,3,2,3,3,1,5,5,5,5,5,3,7,2,2,2,1,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,.a,.a,.a,.a,.a,.a,5,5,4,4,2,2,2,2,1,2,1,2,0,3,6,4,6,1,3045.3136,16/07/2020
6097,2,1,1,1,1,1,1,1,1,1,2,.a,.a,.a,.a,.a,4,4,1,5,5,4,1,2,1,2,2,1,2,3,2,3,3,1,1,4,3,4,.b,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,5,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,8,2,1,2,2,2,2,2,2,1,3,3,3,4,4,4,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,3,3,5,2,3,2,2,1,4,1,0,2,2,2,4,1,26045.2375,16/07/2020
6098,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,2,3,1,3,1,3,3,3,1,4,1,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,4,4,1,1,3,1,3,2,5,5,5,5,5,5,7,2,1,2,2,2,2,2,2,2,3,2,2,1,4,3,2,2,2,2,1,1,2,2,2,2,2,5,5,2,3,5,2,2,1,2,.d,4,1,0,4,1,1,2,4,25502.9908,16/07/2020
6099,2,1,1,1,1,1,1,1,1,1,1,.a,.a,.a,.a,.a,2,2,1,3,2,5,2,5,2,2,3,3,3,3,2,3,3,3,3,2,1,2,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,1,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,8,2,1,4,3,3,3,3,3,3,1,3,3,2,2,3,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,2,3,1,2,1,3,2,1,2,2,.a,.a,.a,.a,.a,.a,3,5,4,4,3,1,3,2,1,1,2,1,1,2,2,1,6,1,4230.0918,16/07/2020
6100,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,4,1,4,3,3,3,4,1,4,3,4,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,6,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,.a,.a,.a,.a,.a,.a,1,1,1,2,2,2,1,2,4,1,1,1,2,1,1,2,2,2,2,1,5,5,3,3,5,5,3,2,2,3,4,1,0,1,2,2,6,1,2885.5454,16/07/2020
6101,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,3,3,1,3,3,3,3,3,1,4,1,4,1,2,1,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,.a,1,1,3,1,3,2,3,3,3,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,5,5,3,5,2,2,1,2,2,3,4,1,0,1,2,1,4,1,2362.1656,16/07/2020
6102,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,2,3,2,3,2,3,3,2,2,4,2,2,3,2,1,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,3,.a,.a,2,2,2,1,1,2,2,2,6,.a,1,4,3,1,1,3,1,3,1,3,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,3,3,3,2,4,4,2,2,2,2,1,2,1,2,2,2,2,3,5,3,4,3,2,5,1,2,3,1,1,1,3,3,1,4,1,24528.1651,16/07/2020
6103,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,4,3,3,4,3,3,4,4,3,4,3,4,2,1,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,.a,1,4,3,1,1,1,1,2,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,1,2,1,2,2,4,1,4,4,1,1,1,4,2,.a,.a,.a,.a,.a,.a,5,5,1,1,1,1,5,1,2,.d,1,1,1,2,6,4,1,4,6745.8876,16/07/2020
6104,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,3,3,3,1,3,3,4,2,3,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,2,2,2,2,2,2,3,.a,.a,2,2,2,1,2,2,2,2,5,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,.d,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,4,4,4,4,4,4,4,2,1,3,4,1,0,1,6,2,6,1,835.8737,16/07/2020
6105,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,4,3,3,3,2,4,2,4,2,4,3,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,4,.a,.a,2,2,2,1,2,2,2,2,5,.a,1,4,3,3,3,3,3,3,1,5,5,5,2,5,3,3,.a,.a,.a,.a,.a,.a,2,3,1,2,3,1,1,1,1,1,2,3,3,2,.a,.a,.a,.a,.a,.a,3,5,4,4,2,2,1,2,2,3,1,1,1,2,4,1,3,1,2735.2844,16/07/2020
6106,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,1,3,1,3,3,3,1,3,1,3,1,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,5,3,2,3,3,1,2,3,3,3,5,1,1,3,3,.a,.a,.a,.a,.a,.a,1,1,1,2,2,3,1,2,4,2,2,2,2,1,1,1,2,2,2,2,5,5,3,4,1,1,1,2,2,3,1,2,1,2,3,1,6,1,2337.1519,16/07/2020
6107,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,3,1,3,1,3,3,3,4,3,4,2,1,2,1,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,4,.a,.a,1,2,2,1,2,2,2,2,7,.a,1,3,3,4,3,2,1,2,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,4,2,1,2,4,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,1,2,1,1,2,2,1,3,1,1,0,2,4,3,7,1,13771.9573,16/07/2020
